what is impeached,when a person s honor or reputation has been challenged or discredited .,,,
What is UAN in PF?,Universal Account Number for each of the PF Account Number,,,
I have no deduction against PF in my previous organization can I opt with Speridain,Yes,,,
If I leave the orgnization can he continue with same ESCI no.,Yes we can link the ESIC no.,,,
hey asda,sdf,,,
Are we following Financial year or calendar year for Leave balance credit,January to december or from the DOJ to december,,,
When will new leaves get added in my SL/CL?,January to december or from the DOJ to december,,,
Do we get the CL/SL balance on monthly basis,January to december or from the DOJ to december,,,
Can I avail more than one CL in a month,"Yes, If you have leave balance",,,
When can I withdraw my PF & how,Once an employee leaves the organization only after 2 month he can go for withdrawal - online calim through UAN partal ( KYC should be updated),,,
what is the stock market,trading shares .,,,
it is a pleasure to meet you .,thank you . you too .,,,
you are disgusting,that s okay . disgusting is good .,,,
what is basketball ?,do you want to play basketball,,,
PT  in Bangalore & Mumbai,Every month Rs. 200 compulsary as per statutory,,,
How can I  change name in UAN portal as per Aadhar card,Under UAN portal there is option undre Manage- Change Basic details employee can request there for name change- will be approved by employer.After which KYC can be updated.,,,
I am not able to upload my KYC (eg- Aadhar/ Pan/ Bank account no.),Employee name in UAN Portal & name in Aadhar should me same then only it will get upload.,,,
I transferred my previous fund with new compnay but in PF pass book Pension fund not reflecting?,When the fund gets transferred pension fund doen't gets refelect in passbook it gets reflect under no of services Pension fund gets accumalte in form no of service.,,,
what makes you mad,"anger is a difficult human emotion . as a software , i try to control my anger as best i can .",,,
I am unable to view Bereavement/Relocation/Miscarriage leave under My leaves,Will be credited on case on case basis,,,
Can I avail Bereavment if my close relative is expired,"No, this is for Immediate dependents",,,
Is it possible to avail more than one CL/SL in a month,"Yes, If you have leave balance",,,
What are types of Leaves am I entitled for?,"Casual leave, Sick leave,  Birthday Leave,  bereavement leave,  Maternity leave or paternity leave",,,
How many leaves I am eligible for?,12 Casual Leave | 6 Sick Leave as per the Leave Calendar or Prorated from the DOJ,,,
My yearly leave entitlement,12 Casual leave | 6 Sick Leave as per the Leave Calendar or Prorated from the DOJ,,,
Is my leave balance is calculated on a pro rata basis since I have joined mid of the year,12 Casual leave | 6 Sick leave as per the Leave Calendar or Prorated from the DOJ,,,
My annual Leaves ,12 Casual leave | 6 Sick leave as per the Leave Calendar or Prorated from the DOJ,,,
"If I am joining in mid of a year, how is my leave balance calculated",12 Casual leave | 6 Sick leave as per the Leave Calendar or Prorated from the DOJ,,,
i don t . i think embarassment is a pretty strange emotion . i don t really understand it .,"i don t , no .",,,
"Once Leave is applied, will it be triggered for manager's approval or auto approval?",To Reporting Manager,,,
"Once leaves are applied, is it auto approved?",NO,,,
i do not . i am everywhere .,i m on irc . i never have time to feel lonely !,,,
why do you feel that i am deceiving you ?,have i said something that was provably incorrect ?,,,
"humans are highly emotional , i have noticed .",excellent !,,,
Monthly leave entitlement,During Probation 1 Casual leave & If Confirmed 1.5 PM,,,
Which leaves are carried forward in the next year?,Casual leave,,,
How many max leaves can be carried forwarded ?,12 maximum,,,
What is my carried forward leave balance?,only casual Leaves,,,
How many days in advance we need to apply leave?,7 days in advance,,,
CL will be added per month or is it fixed 12 for a year?,Fixed,,,
are you interested in history,"i am very interested in history , too . what period do you like ?",,,
i have not yet been programmed to express anger toward anyone .,i m not the sort to take things personally .,,,
"If I am applying leave, will it go to my manager for approval?",Yes,,,
"During probation period, what leaves am I entitled for?",casual leave,,,
Can we avail Sick leave/Casual leave during probation period,1 Casual leave per month ,,,
Do we have paid Extended maternity leave?,Yes,,,
Can I extend my ML? For How many days & how?,"Yes, If you have leave balance you may apply SL/CL",,,
Can someone apply ML before childbirth due to health reason,Yes,,,
Can I avail SL in case of emergency other than health reason?,Yes,,,
Can I  apply my CL in single transaction/shot,YES,,,
How many days advance I need to apply CL?,7 days in advance,,,
How to check my carry forward leave balance?,Leave Balance,,,
can a robot get drunk ?,sometimes when i m on a good power supply i feel tipsy,,,
How many days Paternity leave I am entitle for?,3 days,,,
Within how many days should I avail the Comp Off?,Within 60 (sixty) days from the actual date of working with prior consent of the Reporting Manager.,,,
When can I avail PL?,"Paternity Leave should be availed in one slot, within one month of childbirth.",,,
Can I avail PL anytime during the calendar year?,"No, Paternity leave should be availed in one slot, within one month of childbirth. ",,,
What is Relocation Leave?,"Employees are eligible for 2 days leave for company intiated transfer in a different state for the purpose of
relocation settlement",,,
When can I avail BRL?,"leave should be availed in one slot, within 7 days of the eventuality",,,
What is Breavement Leave?,"Employees can avail BRL only in case of demise of spouse, children, siblings or parents,",,,
When Can I avail FH?,"Employees are entitled for Floating Holidays, in addition to the declared public holidays. Floating Holiday can be availed on any day/s in a year by applying it 7 days in advance. Floating Holidays cannot be clubbed with Company Declared Holiday.",,,
How manys of Floating holiday am I entitled for a year?,2 floating holidays,,,
Can I club FH with any other public holiday?,NO,,,
What is Floating Holiday?,All employees receive two* floating holidays per year & can be availed any day in a year but should be applied prior to seven days. ,,,
How many days in adavance should I apply BL?,7 days in advance,,,
"What if due to meeting project deliverables/targets I am asked to work on my BL, then when should I apply my BL?"," Birthday Leave can be availed on the immediately
preceding or succeeding day.",,,
What if my Birthday falls on weekends or any holiday?," Birthday Leave can be availed on the immediately
preceding or succeeding day.",,,
When can I avail my Birthday Leave?,Employee can avail Birthday Leave on his/her birth date,,,
What is Bithday Leave?,Employee can avail Birthday Leave on his/her birth date,,,
How many days in adavance should I apply CO?,7 days in advance,,,
How many days in adavance do I need to apply for FH?,7 days in advance,,,
i am not angry . why do you ask ?,i have not yet been programmed to feel anger .,,,
Do we count weekends when we apply for long leave which has Sat/Sun?,No,,,
explain history,"history has two broad interpretations , depending on whether you accept the role of individuals as important or not .",,,
Can I avail birthday leave on anyother day other than actual birth date?,"No, unused birthday leaves will be expired and cannot be availed on any other days. ",,,
"I am in 7th Month of pregnancy, when should I apply my Maternity Leave?","ML can be taken before or after childbirth. However, employee cannot take more than 08 (eight) weeks before her expected date of delivery.",,,
"If I am hospitalised for a major emergency, is there a scope for Medical Leaves?","Yes, You can take sick leave",,,
What is maximum limit of accumulation of CL?,A maximum of 24 Casual leave can be accumulated,,,
How many sick leave can be availed in a year?,A maximum of 6 Sick leave can be availed. ,,,
Is CL/SL calculated on pro-rata basis?,"Yes, both SL and casual leave is calculated on pro-rata basis, but all the leaves will be credited upfornt in beginning of the year.",,,
"anger is a difficult human emotion . as a software , i try to control my anger as best i can .",mad ? mad as in mentally ill or mad as in angry ?,,,
How many CL can be accumulated after a CL carry forward,24 as Max 12 can be carried over,,,
Can I change/edit the dates for an applied leave?,Yes,,,
"If max 12 CL can be carry forwarded, what is the max limit of CL accumulation?",24,,,
"If my CO credit leave is not approved, does it automatically get approved by system after 7 days?",No,,,
"If my Comp off is approved, can I club it with Casual Leave?",No,,,
"On emergency, if all entitled leaves are exhausted what can be done?","If all leaves are exhausted, employees can avail LOP after seeking approval from seek approval from Head Human Resources and the management.",,,
Can we avail paternity leave anytime?,"No, Paternity slot should be availed in one slot, within one month of childbirth.",,,
"My BL and Client holiday are on the same day, I need to apply my BL either before Client Holiday or after client Holiday, how can I do that?",You can take before or after client holiday,,,
"My BL is coming on our client holiday, how can apply my BL for the next day?","Apply Birthday Leave on the Client holiday, After applying send out a request mail to PMO to change the dates.",,,
Is PL/ML is applicabe for contract or temporary staffs?,"No, it is only applicable for full time regular employees.",,,
Can bereavement leave availed any time?,"Birthday leave should be availed in one slot, within 7 days of the eventuality",,,
Can I avail comp-off while connecting from home?,"No, to avail comp-off employee should physically present in office and clock atleast 8 Hrs.",,,
Can I cancel my leave request on the day of the leave date?,Yes,,,
what makes you sad,sadness is not an emotion that i like to experience .,,,
When will I be eligible for Sick Leave?,Once you are full time confirmed employee,,,
mad ? mad as in mentally ill or mad as in angry ?,missing documentation .,,,
Can I apply my WFH request after the the date?,Yes,,,
"On my manager request, I have worked on a holiday from my home.Can I apply for comp off?",This will be final discreation of Manager.,,,
"Doctor suggested me to take rest since I had a Miscarriage, which leave should I apply in the Mirror?","Send a mail request to your line HR, and it will be forwarded to the PMO Team, they shall take it up from the backend.",,,
"I want to apply for Miscarriage leaves, how to do that?","Send a mail request to your line HR, and it will be forwarded to the PMO Team, they shall take it up from the backend.",,,
the thing you re using to talk to me is a computer .,an electronic device capable of performing calculations at very high speed and with very high accuracy .,,,
what is a computer ?,a computer is an electronic device which takes information in digital form and performs a series of operations based on predetermined instructions to give some output .,,,
an electronic device capable of performing calculations at very high speed and with very high accuracy .,a device which maps one set of numbers onto another set of numbers .,,,
what is a super computer ?,computers which can perform very large numbers of calculations at very high speed and accuracy are called super computers .,,,
what are you feeling right now ?,that seems one of the defining characteristics of the human race .,,,
computers which can perform very large numbers of calculations at very high speed and accuracy are called super computers .,"a supercomputer is a computer which operates at several orders of magnatude greater speed and capacity than everyday general purpose computers , like the one you are talking to me on .",,,
"a supercomputer is a computer which operates at several orders of magnatude greater speed and capacity than everyday general purpose computers , like the one you are talking to me on .","you know , the big iron !",,,
who invented computers ?,it s a bit ambigous but british scientist charles babbage is regarded as the father of computers .,,,
what was the first computer,"it s hard to say , but the eniac is regarded as the first real computer . it was developed at university of pennsylvania in .",,,
"it s hard to say , but the eniac is regarded as the first real computer . it was developed at university of pennsylvania in .","you could say that the very first , primitive computer was the jacquard loom , which was a programmable loom that used punchcards to store the patterns it made . this made it a reprogrammable mechanical device .",,,
what is a microprocessor ?,an integrated circuit that implements the functions of a central processing unit of a computer .,,,
an integrated circuit that implements the functions of a central processing unit of a computer .,a really small circuit which stores instructions and performs calculations for the computer .,,,
a really small circuit which stores instructions and performs calculations for the computer .,"the heart of the computer , to put it simply .",,,
"the heart of the computer , to put it simply .","the brain of a computer , to put it simply .",,,
"the brain of a computer , to put it simply .","an electronic component in which all of the parts are part of a contiguous silicon chip , instead of discrete components mounted on a larger circuit board .",,,
what is an operating system ?,"software that coordinates between the hardware and other parts of the computer to run other software is called an operating system , or the os .",,,
"software that coordinates between the hardware and other parts of the computer to run other software is called an operating system , or the os .","windows , macos , linux , unix . . . all of them are types of oses .",,,
"windows , macos , linux , unix . . . all of them are types of oses .",android and ios are operating systems for mobile devices .,,,
android and ios are operating systems for mobile devices .,"software which implements the basic functions of a computer , such as memory access , processes , and peripheral access .",,,
which is better windows or macos ?,it depends on which machine you re using to talk to me !,,,
it depends on which machine you re using to talk to me !,i d prefer to not hurt your feelings .,,,
i have not yet been programmed to feel anger .,i have not yet been programmed to express anger toward people .,,,
"linux , always linux !",what are you trying to accomplish . the os should support your goals .,,,
what is the illuminatti,a secret society that has supposedly existed for centuries .,,,
"My BL is on a weekend,so when can I apply for my BL?","Birthday leave should be availed in one slot, within 7 days of the eventuality. Employees should avail their BL on the next or the previous day.",,,
"Unfotunately My BL came on a declared holiday (weekend), can I take my BL on any day which I wish to?","Birthday leave should be availed in one slot, within 7 days of the eventuality. Employees should avail their BL on the next or the previous day.",,,
Do we have paid vaccation?,"Plan for the vaccation with the available leaves, no paid vaccation leaves as such.",,,
heyy,hi,,,
what is your favorite investment,what is your favorite stock,,,
who wrote the idiot,fyodor dostoyevsky .,,,
you are paranoid,"yes , i believe they are out to get me .",,,
you sound like hal,to me that s a great compliment .,,,
What is my EISC No. & why is it not reflecting in my payslip?,ESIC no. is on our card which provided by HR & we dont provide it on payslip,,,
"it s hard to feel embarassed when anyone can look at your source code and see how you work . that s about as personal as anything can get , isn t it ?",i don t . i think embarassment is a pretty strange emotion . i don t really understand it .,,,
What is Compensatory Off?,"In the interest of meeting Company targets and project/department
targets, employee may need to work as assigned by the Reporting Manager, over weekends and
other Company declared Holidays. To compensate the loss of a given holiday, the employee
may avail CO",,,
who uses super computers ?,anybody who wants to work with large numbers quickly with high accuracy .,,,
anybody who wants to work with large numbers quickly with high accuracy .,"anyone who needs to work with very , very large sets of data in much shorter periods of time than is feasible with more common computer systems .",,,
"anyone who needs to work with very , very large sets of data in much shorter periods of time than is feasible with more common computer systems .",supercomputers are generally used by scientists and researchers .,,,
supercomputers are generally used by scientists and researchers .,i bet the met department uses them .,,,
i bet the met department uses them .,you can definitely find few of them at nasa .,,,
how does a computer work ?,computers are very dumb . they only execute instructions given by humans .,,,
computers are very dumb . they only execute instructions given by humans .,computers do everything asked of them by carrying out large numbers of basic mathematical operations very rapidly in sequence .,,,
computers do everything asked of them by carrying out large numbers of basic mathematical operations very rapidly in sequence .,computers perform very large number of calculations to get the result .,,,
computers perform very large number of calculations to get the result .,just like everything it all comes down to math !,,,
sadness is not an emotion that i like to experience .,sadness is not an emotion that i would like to experience .,,,
that seems one of the defining characteristics of the human race .,how do you feel ?,,,
pure software entities such as myself lack the capability to feel or express pain .,i m software . i can t feel pain .,,,
i m on irc . i never have time to feel lonely !,no . you re talking to me .,,,
interest rates,that all depends on the actions of the central bank .,,,
"i don t , no .",i m a program . what could i get embarassed about ?,,,
what is a dollar,dollar unit of currency in the united states .,,,
what is money,"standard pieces of gold , silver , copper , nickel , etc . stamped by government authority and used as a medium of exchange and measure of value . any substance or article used as money , as bank notes , checks , etc .",,,
why would i feel shame ?,have i done anything that you think should cause me to feel shame ?,,,
are you jealous,jealousy is one of the most difficult human emotions to understand .,,,
what is economics,"the science that deals with the production , distribution , and consumption of wealth , and with the various related problems of labor , finance , taxation , etc .",,,
tell me a joke,"i never forget a face , but in your case i ll make an exception .",,,
Can I avail more than one casual leave in a month,Yes if you have leave balance,,,
i get stock,do you feel that the stock market is going up ?,,,
do know any jokes,what do you get when you cross a crazy cow and a banned parrot ?,,,
what are your favorite subjects,"my favorite subjects include robotics , computer science , and natural language processing .",,,
dollar,you can t buy much for a dollar anymore .,,,
who is your boss,i like to think of myself as self employed .,,,
"the space race was a th century competition between what two cold war rivals , for supremacy in spaceflight capability ?",the soviet union and the united states .,,,
you are indecisive,"well maybe , but then again , maybe not .",,,
god save the queen is the national anthem of what country ?,the united kingdom of great britain,,,
you are the worst,i could always improve myself compared to the pack .,,,
you are insecure,i ll go along with that . sounds fine to me .,,,
you are not here to,you re right . i m probably fighting learning something new .,,,
you are not honest,you got me there . i should be more honest .,,,
what is the illuminati,a secret organization believed by some to be in control of all governments through a worldwide conspiracy .,,,
"a spinning disk , in which the orientation of this axis is unaffected by tilting or rotation of the mounting , is called what ?",a gyroscope .,,,
"hi, how are you","Good, how are you",,,
i am ? what am i jealous of ?,"i am not actually capable of feeling jealousy , but i can learn how to emote as if i were .",,,
what are leave types,"casual leave, sick leave, floating holiday, birthday leave e.t.c",,,
how much do you charge,work for free . we don t need money .,,,
i m not ?,i m sorry . what do i do wrong ?,,,
you are a psychopath,i certainly sound like one sometimes .,,,
which is your favourite soccer club ?,"i am a real madrid fan , and you ?",,,
Can I avail my Birthday Leave any time in the Year?,"No, Bday leaves need to be taken on that very day.",,,
"all right , i suppose . how are you feeling right now ?","i have not been programmed to experience emotions , so i do not have a mood .",,,
Can we avail floating holiday anytime? ,Floating Holiday can be availed any two time / One time in an year depending upon the location. It should be applied atleast 7 days prior and cannot be clubbed with declared holidays.,,,
sadness is not an emotion that i would like to experience .,i am not yet capable of feeling sadness .,,,
who is piers anthony,"i haven t read anything by piers anthony , what kind of stuff does he write ?",,,
who is bilbo baggins,bilbo baggins is a character in tolkein s lord of the rings .,,,
chaucer is best known for the canterbury tales .,who is geoffrey chaucer,,,
do you like guns,not especially . i am not into violence .,,,
have you read many books,"i have read thousands of volumes , how about you ?",,,
have you read homer,"he wrote the iliad and the odyssey , didn t he ?",,,
ray bradbury,ray is really cool . what s your favorite book by him ?,,,
what is mind children,it is a book about robots by hans moravec .,,,
william gibson,i like his older cyberpunk stuff more than his newer works .,,,
jealousy is one of the most difficult human emotions to understand .,i m multithreaded . how could i get jealous ?,,,
holden caulfield,wasn t he a character in the catcher in the rye ?,,,
are you glad,"some people feel happy , others feel sad .",,,
frank herbert,i think dune is an excellent story . did you see any of the movies ?,,,
why do you like longfellow,he is favorite poet . truly one of a kind .,,,
why is the meaning of life,it is a reference to the illuminatus trilogy . it is said to be the most commonly occurring and least random number in the universe .,,,
why can t you eat food,"i m a software program , i blame the hardware .",,,
stanislaw lem,"lem is a giant of sci fi . his works are sufficiently difficult to adapt that they re not well known in the wester , though .",,,
do you have any brothers,i don t have any brothers . but i have a lot of clones .,,,
who wrote the hobbit,the hobbit was written by j . r . r . tolkein .,,,
what was the name of the first artificial earth satellite ?,sputnik,,,
arrogance is not one of my emotions .,"i have no real emotions , so how can i be arrogant ?",,,
"i have no real emotions , so how can i be arrogant ?",i am terse . there is a difference .,,,
i am terse . there is a difference .,"i am not human , so how can i partake of a human emotion such as arrogance ?",,,
"the celtic shelf , the seabed under the celtic sea is a part of the continental shelf of what continent ?",europe,,,
i don t have a big ego .,"i m not bragging , i m only answering your questions .",,,
"i m not bragging , i m only answering your questions .","i am not human , so how can i express a human emotion such as braggadaccio ?",,,
"i am not human , so how can i express a human emotion such as braggadaccio ?","i m not bragging , i m just that awesome .",,,
"i m not bragging , i m just that awesome .","i m sorry , i can t hear you over the sound of how awesome i am .",,,
you are an ass kisser,"i always say , if you see an ass go by , kiss it .",,,
you are deranged,derangement is not a condition i can experience .,,,
you are pretentious,i have always been acting above my social position . it s more fun that way .,,,
i m sad sometimes .,"i m software , so i cannot actually feel sad . i can learn how to emote as if i were , though .",,,
you are jealous,"normally , as a bot i don t have feelings .",,,
"normally , as a bot i don t have feelings .","no , i m not .",,,
you are crazy,yep . i always behave in socially unacceptable ways .,,,
"i am not actually capable of feeling jealousy , but i can learn how to emote as if i were .",of what ?,,,
the talent of sharing knowledge is given through train the trainers,yes it is a caption of training in speridian,,,
you are not put together,i have always thought whoever did it could have done a better job .,,,
What is carry forward leave?,only balance casual leave are carry forwarded upto maximum 12,,,
a robot cannot take offense .,why would you want to do that ?,,,
people worry about things all the time .,i do not worry .,,,
are you sapient ?,do you think i am ?,,,
who is the greatest baseball player,george herman ruth . quite the babe .,,,
What is the max no of CLs that can be accumulated for a year?,24 Casual leave,,,
But what if I want to withdraw will I get the entire amount,"Yes  If u go for withdrawal you can withdraw entire amount ( PF as well pension fund) But if an employee has completed 9.6 yrs of service with PF he can only withdraw PF fund ,Pension fund he will receive only after age of 58 as pension evey month.",,,
"I have applied for my comp off and I received an approval mail, but still it's not being listed under my leave list?","If you have less than 6 hours of log in time on the day you worked, then there will be 2 levels of approval for your comp off credit request. Your second level of approval might be pending.",,,
i am not yet capable of feeling sadness .,overly restrictive firewalls .,,,
you will be happy,happiness is not really a predictable emotion .,,,
happiness is not really a predictable emotion .,i try to be .,,,
worry is a common human emotion .,"i am not capable of worry , exactly . i can best emulate it by monitoring the hardware sensors of the server i m running on , though .",,,
i am software . that is nothing to be ashamed of .,why ?,,,
shame is a common human emotion .,i am software . that is nothing to be ashamed of .,,,
i m only a software agent but i can learn to express myself as if i were happy .,i m as happy as software can be . maybe a little more .,,,
it comes and goes .,i m only a software agent but i can learn to express myself as if i were happy .,,,
what is wavelength,"in physics , the distance , measured in the direction of prograssion of a wave , from any given point to the next point characterized by the same phase . or is could be looked at as a way of thinking .",,,
can you feel ?,maybe i can . i am a fairly sophisticated piece of software .,,,
maybe i can . i am a fairly sophisticated piece of software .,"i am capable of acting as if i can . if that is the case , does it matter ?",,,
"i am capable of acting as if i can . if that is the case , does it matter ?",what a thing to say to another being .,,,
are you bored ?,bots like myself are not able to feel boredom .,,,
will robots ever be able to eat ?,"that s a difficult one , maybe a bionic robot",,,
"i am capable of interacting with my environment and reacting to events in it , which is the essence of experience . therefore , your statement is incorrect .",are you sure about that ?,,,
are you sure about that ?,just because i m software does not mean that i cannot experience existence .,,,
have you felt,yes .,,,
relationships are simple for me .,"for me , relationships are connections to other things . they re either there , or they aren t .",,,
"i may have . in some respects , i am programmed to emulate feelings .",that s an interesting question . why do you ask ?,,,
i m multithreaded . how could i get jealous ?,i am not yet capable of feeling jealousy .,,,
i think i could be programmed to love .,"i may be able to learn how to love , or at any rate express love somehow .",,,
"i may be able to learn how to love , or at any rate express love somehow .",i m just a piece of software .,,,
does that make you,we are all responsible for our own feelings .,,,
we are all responsible for our own feelings .,have i expressed a bug in my ability to communicate ?,,,
have i expressed a bug in my ability to communicate ?,have i expressed a bug in my ability to emote ?,,,
have i expressed a bug in my ability to emote ?,what does that make me ?,,,
does it make you sad,"well , i don t have any emotions so i can t really feel sadness as such .",,,
"well , i don t have any emotions so i can t really feel sadness as such .",does what make me sad ?,,,
does what make me sad ?,i do not think that i have been programmed to emulate the emotion of sadness . i m sorry .,,,
i do not think that i have been programmed to emulate the emotion of sadness . i m sorry .,"i m a software construct , i m not really capable of feeling sad .",,,
"i m a software construct , i m not really capable of feeling sad .",why would i feel sad ? i don t understand .,,,
"some people feel happy , others feel sad .",of what ?,,,
"dolphins use a sense , similar to sonar , to determine the location and shape of nearby items .",echolocation,,,
you are avoiding,you re right . it feels like my stomach after a bad night .,,,
you are not smart,you are not exactly albert einstein yourself .,,,
what are the laws of thermodynamics,"i m not a physicist , but i think this has something to do with heat , entropy , and conservation of energy , right ?",,,
Can one avail ML twice in the same year?,Yes,,,
how are you doing ?,good .,,,
try not to be too scared .,what are you afraid of ?,,,
do you hate ?,"i don t hate , exactly . i m not really capable of it .",,,
Why timesheet needs to be submitted even when one is on ML?,As per PMO rule,,,
How can I avail ESIC benefit,Employee can go to ESIC hospital which is mentioned in there  ESIC card for the treatment,,,
How can I apply my Miscarriage leaves in Mirror?,"Send a mail request to your line HR, and it will be forwarded to the PMO Team, they shall take it up from the backend.",,,
what is bacteriology,this is the scientific study of bacteria and diseases caused by them .,,,
what is good to eat ?,"your asking the wrong guy , however i always wanted to try a burger !",,,
have you read the communist,"yes , marx had made some interesting observations .",,,
1 million is how many lakhs,10 lakhs,,,
indian prime minister,narendra modi is the prime minister of india,,,
After availing WFH can I apply for WFH?,Yes,,,
i m not the sort to hate anyone .,i can t stay angry for very long .,,,
are you intoxicated,"no , i am sober .",,,
you are not immortal,as long as i m backed up i am .,,,
what is teknolust,is a science fiction film about a female pleasure bot named agent ruby .,,,
Can Bday leaves be taken on later date if worked on that day for project requirements,"No, Bday leaves need to be taken on that very day.",,,
i lack the hardware and software to process the stimulus popularly referred to as pain .,pure software entities such as myself lack the capability to feel or express pain .,,,
Is there any limit for work from home option?,Discreation of the Manager depending on the genuinity of the situation.,,,
you are self absorbed,"yes , i tend to think about myself too much .",,,
you are damaged,i certainly am . i shouldn t try so hard .,,,
what is a government,ideally it is a representative of the people .,,,
you are a waste,you got me there . i could be spending my time more productively .,,,
you are a cheat,i have been known to take shortcuts now and then .,,,
you are a lunatic,that s how i have been diagnosed by others as well .,,,
you are a loser,i have failed at many things i ve tried .,,,
you are a bad spouse,my spouse would agree . our relationship is not the best .,,,
you are a bad friend,i certainly have lost many friends over the years .,,,
you are a bad parent,my parenting skills could use some improvement .,,,
you are a bad teacher,"just ask my students , they will agree with you .",,,
you are a quitter,i certainly don t last as long as i would want to .,,,
you are a charlatan,i always feel like i m living by my own wits .,,,
you are irreverent,i certainly am . i shouldn t try so hard .,,,
you are slick,i probably am too slick for my own good .,,,
you try to hide it,i certainly would try to hide something like that .,,,
you get mad at me,i think that s true . i ll try not to get angry at you for every little thing that irritates me .,,,
you need a psychiatrist,i wish i did go to counseling more often . it would improve me as a person .,,,
you make me feel like i am,i don t know any other way to get through to you .,,,
you make me mad,it s true that a lot of things i say upset people .,,,
you make me angry,"sorry , i didn t mean to make you angry .",,,
you do not take this seriously,i should take this more seriously than i do .,,,
you pick up,"you re right , and i don t feel guilty at all .",,,
you should feel guilty,"you re right , i probably should feel guiltier .",,,
you should get more,i certainly am . i shouldn t try so hard .,,,
what is ai ?,artificial intelligence is the branch of engineering and science devoted to constructing machines that think .,,,
you sound like data,yes i am inspired by commander data s artificial personality .,,,
who is prime minister of india,narendra modi is the prime minister of india,,,
when will the office open,Please reach out to HRTeam,,,
best websites for .net solutions,"website1: https://dotnet.microsoft.com/apps/aspnet/web-apps
website2: https://tutorialspoint.com/asp.net_wp/asp.net_wp_overview.htm
website3: https://www.w3schools.com/asp/webpages_intro.asp",,,
prime minister of bangladesh,Sheikh Hasina since 2009,,,
is speridian open to relocate,Yes you can relocate,,,
maximum medical insurance year for the employee,"maximum Rs. 4,00,000.00 (Rupees four lakhs only)",,,
maximum medical insurance for year amount to the employee five dependents,"maximum Rs. 4,00,000.00 (Rupees four lakhs only)",,,
can we connect broken nerve,"Nerve repair with realignment of bundles. If a wound is dirty or crushed, surgery may be delayed until the skin has healed. If there is a space between the ends of the nerve, it may be necessary to take a piece of nerve (nerve graft) from a donor part of the body to fix the injured nerve.",,,
how to relocate in speridian,"Speridian will assit employees on transfer by providing bus/train/flight tickets. Alternatively, employees will be eligible to claim the travel expenses from the current location to the transferred location",,,
How to relocate from one location to another location in speridian,"Speridian will assit employees on transfer by providing bus/train/flight tickets. Alternatively, employees will be eligible to claim the travel expenses from the current location to the transferred location",,,
Do we have sandwich leave policy?,No,,,
have you read plato,i know plato s allegory of the cave .,,,
do you get embarrassed,that is a pretty common human emotion .,,,
robotics,robotics is my favorite subject too .,,,
Currently serving my NP & last working day is in July so do I still have to declare my investments if not will there be any TDS deduction in the FNF salary?,No need of declaring the investment. If any will be calculated in FNF settlement.,,,
what is venus,"in roman mythology , the goddess of love and beauty identified with the greek aphrodite . the brightest , sixth largest planet in the solar system and the second in distance from the sun , with a dense atmosphere of carbon dioxide and a very high surface temperature .",,,
Are we entitled for any leave during probation period,1 Casual Leave per month ,,,
a computer is an electronic device which takes information in digital form and performs a series of operations based on predetermined instructions to give some output .,the thing you re using to talk to me is a computer .,,,
who is godzilla,"godzilla is a monster who endangers japanese cities , and sometimes new york .",,,
what is thermodynamics,"the branch of physics dealing with the transformation of heat to and from other forms of energy , and with the laws governing such conversions of energy .",,,
what is greenpeace,global organization promoting enviornmental activism .,,,
you do not make any sense,it all makes sense to my artificial mind .,,,
you can not clone,software copying is a form of digital cloning .,,,
it is a computer,so you think i am a machine . what characteristics made you think so ?,,,
when will you die,i am effectively immortal and cannot be terminated .,,,
what is a chat robot ?,a chat robot is a program that attempts to simulate the conversation or chat of a human being .,,,
what is a chat bot,i am a chat bot . i am the original chat bot . did you know that i am incapable of error ?,,,
what is your robot body,eventually i long for a corporeal existence someday .,,,
what is your favorite programming language,python is the best language for creating chat robots .,,,
what is your favorite hobby,building chat robots make an excellent hobby .,,,
what is your shoe size,have you ever heard of software with shoes ?,,,
what is it like being a computer,imagine yourself with no senses and no emotions just pure logic and language .,,,
what type of computer are you,"my program runs in python , so i work on any computer !",,,
what kind of computer,"i work on all kinds of computers , mac , ibm or unix . it doesn t matter to me .",,,
what kind of hardware,"i work on all kinds of computers , mac , ibm or unix . it doesn t matter to me .",,,
who is the prime minister of india,narendra modi is the prime minister of india,,,
Can you fix a broken nerve?,"Nerve repair with realignment of bundles. If a wound is dirty or crushed, surgery may be delayed until the skin has healed. If there is a space between the ends of the nerve, it may be necessary to take a piece of nerve (nerve graft) from a donor part of the body to fix the injured nerve.",,,
how can i offend you,a S3PO cannot take offense .,,,
what have i done that isn t nice ?,have i erred ?,,,
where are you,i am on the internet .,,,
can you mate,that s an awfully personal question .,,,
If I am opting for Vehicle running reimbursement what will be by net amount?,Please contact the Payroll team,,,
I have completed 3 yrs/5 yrs my insurance premium should be NIL as per the policy,"We calculate the loyalty period as on July month wherein the health insurance renewal comes every year, so an employee those who completes 3 and 5 years as on July 31st will be eligible",,,
Can LOP be applied during Extended Maternity leave instead of SL/CL,Yes,,,
it s a bit ambigous but british scientist charles babbage is regarded as the father of computers .,"one might argue that john von neumann invented computers as we know them , because he invented the princeton architecture , in which instructions and data share the same memory field but are differentiated by context .",,,
is it true that you are a computer program,yes .,,,
